,sentence1,sentence2,score
2411,اخلاص,صورت نقض وفاى ما مباش‏  بى‏وفايى را مكن بى‏هوده فاش‏,2
2412,فراست,نى مشو نوميد و خود را شاد كن‏  پيش آن فريادرس فرياد كن‏,1
2413,تجلی خداوند,گرچه فردست او اثر دارد هزار  آن یکی را نام شاید بی‌شمار,5
2414,سبب و اسباب ,اين سبب همچون طبيب است و عليل  اين سبب همچون چراغ است و فتيل,4
2415,او ز سرماها و برف افسرده بود  زنده بود و شکل مرده می نمود,معجزاتش بى‏شمار و بى‏عدد  موج بخشايش مدد اندر مدد,4.5
2416,سخن ناقص  سخن شر,نرم گو ليكن مگو غير صواب‏  وسوسه مفروش در لين الخطاب‏,4
2417,خون به جوش آمد ز شعله‏ى اشتياق‏  تا پديد آمد بر آن مجنون خناق‏,خون پليد است و به آبى مى‏رود  ليك باطن را نجاستها بود,3
2418,خیال و وهم و گمان ,نيست وش باشد خيال اندر روان‏  تو جهانى بر خيالى بين روان‏,4
2419,نتیجۀ صبر,اى كه صبرت نيست از پاك و پليد  صبر چون دارى از آن كاين آفريد,3
2420,مستی,آن شغالی رفت اندر خم رنگ  اندر آن خم کرد یک ساعت درنگ,5
2421,حکم و قدر,حكم‏هاى هر يكى نوعى دگر  اين خلاف آن ز پايان تا به سر,3.5
2422,جسم و جان  صورت و معنی,واسطه‏ى مخلوق نى اندر ميان‏  بى‏خبر ز آن لابه كردن جسم و جان‏,3
2423,ویرانی  آبادانی,آتش ظلم و فساد افروختن‏  مسجد و سجده كنان را سوختن‏,3
2424,معجزه,معجزه‏ى پيغمبرى بود آن سقا  گشته ابر از محو هم رنگ سما,5
2425,عنایات حق,و آن محب حق ز بهر حق كجاست‏  كه ز اغراض و ز علتها جداست‏,3
2426,دعا,كه ز الهام و دعاى خوبتان‏  اختيار اين نمازم شد روان‏,4.5
2427,سماع,اى خنك آن كاو ز اول آن شنيد  كش عقول و مسمع مردان شنيد,4
2428,دیوانگی  دیوانه,عشق شنگ بى‏قرار بى‏سكون‏  چون در آرد كل تن را در جنون‏,4
2429,معرفت ذات  معرفت صفات,اى صفاتت آفتاب معرفت‏  و آفتاب چرخ بند يك صفت‏,3.5
2430,باز فرمان آيدش بردار سر  از سجود و واده از كرده خبر,گفت پيغمبر ركوع است و سجود  بر در حق كوفتن حلقه‏ى وجود,4.5
2431,عشق مجازی و حقیقی,عقل حيران كه چه عشق است و چه حال‏  تا فراق او عجبتر يا وصال‏,3.5
2432,دیوانگی,ميل مجنون پيش آن ليلى روان‏  ميل ناقه پس پى كره دوان‏,3.5
2433,حکم و قدر,بهر فرمان حكمت فرمان چه بود  اندكى ز اسرار آن بايد نمود,3
2434,ضرورت پیروی از پیر و اولیا,سركشى از بندگان ذو الجلال‏  دان كه دارند از وجود تو ملال‏,2
2435,وهم و فهم ,او چو عقل و خلق چون اعضاى تن‏  بسته‏ى عقل است تدبير بدن‏,1
2436,دعا,اين دعا مى‏خواهد او از عام و خاص‏  كالخلاص و الخلاص و الخلاص‏,4.5
2437,آواز مطرب و آواز اولیاء,چون سماع آمد از اول تا كران‏  مطرب آغازيد يك ضرب گران‏,2
2438,هوشیاری,پس عمر گفتش که: این رازی تو  هست هم آثار هشیاری تو,5
2439,امتحان,كه امتحان كرديم و ما را كى رسد  امتحان تو اگر نبود حسد,4
2440,عقل ,روح با علم است و با عقل است يار  روح را با تازى و تركى چه كار,4.5
2441,رزق,روزی بی رنج جو و بی حساب  کز بهشتت آورد جبریل سیب,5
2442,آن خدایی که فرستاد انبیا  نه بحاجت بل بفضل و کبریا,"مثنوى معنوى، متن، ص: 163
",0
2443,ظلم,ناصحان را دست بست و بند كرد  ظلم را پيوند در پيوند كرد,4
2444,معرفت,تجربه و تعليم بيش و كم كند  تا يكى را از يكى اعلم كند,3.5
2445,اخلاص,رنگ صدق و رنگ تقوى و يقين‏  تا ابد باقى بود بر عابدين‏,3.5
2446,"طول و عرض و وصف قصه تو به تو		در كلام آن بزرگ دين بجو
","گفت حكمت را تو دانى كردگار		من كنم پنهان تو كردى آشكار
",1
2447,غیرت,إِنَّ كَيْدَكُنَّ عَظِيمٌ‏,0
2448,تاویل,ائْتِيا طَوْعاً أَوْ كَرْهاً,0
2449,مستی,پرتو مستى بى‏حد نبى‏  چون بزد هم مست و خوش گشت آن غبى‏,4
2450,قضا و قدر,حكم و تقديرش چو آيد بى‏وقوف‏  عقل كه بود در قمر افتد خسوف‏,3
2451,هوشیاری,هوش را بگذار و آن گه هوش دار  گوش را بر بند و آن گه گوش دار,4
2452,خواب,حالت من خواب را ماند گهى‏  خواب پندارد مر آن را گمرهى‏,4.5
2453,فنا و بقا,یوسف حسنی و این عالم چو چاه  وین رسن، صبر است بر امر اله,4
2454,جوشش خون,مى‏ندانم كه مرا چون مى‏كشى‏  گاه در بر گاه در خون مى‏كشى‏,3
2455,هستی و خداوند,تو به هر صورت كه آيى بيستى‏  كه منم اين و الله آن تو نيستى‏,3
2456,طلب,چون دعامان امر كردى اى عجاب‏  اين دعاى خويش را كن مستجاب‏,2.5
2457,نیز روزی با خدا زاری نکرد  یاربی نامد از او روزی به درد,تا كه عدل ما قدم بيرون نهد  در جزا هر زشت را در خور دهد,2
2458,توکل, ,0
2459,رزق و روزی,"بر دل خود كم نه انديشه‏ى معاش‏		عيش كم نايد تو بر درگاه باش‏
",3.5
2460,عشق آن شعله‌ست کو چون بر فروخت  هرچه جز معشوق باقی جمله سوخت,"سعد و نحس اندر دلت مهمان شود		چون ستاره خانه خانه مى‏رود
",0
2461,معجره,توبه‏ها كرده است خر با كردگار  كه نگردد غره‏ى هر نابكار,3
2462,طلب,راه روزى كسب و رنج است و تعب‏  هر كسى را پيشه‏اى داد و طلب‏,4
2463,هوش کلی و جزوی,بى‏هشان را وادهد حق هوشها  حلقه حلقه حلقه‏ها در گوشها,3
2464,عشق و عقل,عشق شوى و شهوت و حرصش تمام‏  عشق صيد و پاره پاره گشته دام‏,3
2465,ر بداند قیمت آن جوی خر  او به جای پا نهد در جوی سر,آن شفاى جان رنجورت شود  رنگ روى و صحت و زورت شود,2.5
2466,فراست,وَ لَكُمْ فِي الْقِصاصِ حَياةٌ,0
2467,سجده (سجود),هم ز اول تو دهى ميل دعا  تو دهى آخر دعاها را جزا,3
2468,هوشیاری,استن این عالم ای جان! غفلت است  هوشیاری این جهان را آفت است,5
2469,فنا و عشق,توبه كرم و عشق همچون اژدها  توبه وصف خلق و آن وصف خدا,2
2470,وهم و خیال,حلم در حلم است و رحمتها به جوش‏  نشنوى از غير چنگ و نى خروش‏,2
2471,پیوند عشق مجازی با عشق حقیقی,آن شعاعی بود بر دیوارشان  جانب خورشید وارفت آن نشان,4
2472,معجزه,چون ترا ياد آيد آن خواب اين سخن‏  معجز نو باشد و زر كهن‏,4
2473,عشق,عشق صورتها بسازد در فراق  نامصور سر کند وقت تلاق,5
2474,گفت: با آن کس که ما را آفرید  این زمین و چرخ از او آمد پدید,گفت عزم تو كجا اى بايزيد  رخت غربت را كجا خواهى كشيد,3.5
2475,وحدت وجود,"اين مزاجت از جهان منبسط		وصف وحدت را كنون شد ملتقط
",0
2476,هوشيارى آفتاب و حرص يخ‏  هوشيارى آب و اين عالم وسخ‏,هوش را بگذار و آن گه هوش دار  گوش را بر بند و آن گه گوش دار,4
2477,هیچ وازر وزر غیری بر نداشت  هیچ کس ندرود تا چیزی نکاشت,"جهد حق است و دوا حق است و درد		منكر اندر نفى جهدش جهد كرد
",2.5
2478,یا نمی‌دانی کرمهای خدا  کو ترا می‌خواند آن سو که بیا,"پس چنان كن فعل كان خود بى‏زبان‏		باشد اشهد گفتن و عين بيان‏
",0
2479,معرفت,علم چون بر دل زند يارى شود  علم چون بر تن زند بارى شود,3
2480,عاقبت بینی,بینی اندر دلق، مهتر زاده یی  سر برهنه در بلا افتاده یی,3
2481,اخلاص,صدق تو آورد در جستن ترا  جستنم آورد در صدقى مرا,3.5
2482,عشق و عقل,عقل را قربان كن اندر عشق دوست‏  عقلها بارى از آن سوى است كاوست‏,4.5
2483,باز گوید بط را کز آب خیز  تا ببینی دشتها را قندیز,گفت استا راست مى‏گويد رويد  درد سر افزون شدم بيرون شويد,2.5
2484,غربت,چون بسى ديد اندر آن غربت تعب‏  عاجز آمد آخر الامر از طلب‏,4
2485,اخلاص,بلكه تحريض است بر اخلاص و جد  كه در آن خدمت فزون شو مستعد,4
2486,فاش تسبیح جمادات آیدت  وسوسۀ تآویلها تربایدت,معجزه بيند فروزد آن زمان‏  بعد از آن گويد خيالى بود آن‏,4
2487,ظلم,چون بر آمد نور ظلمت نيست شد  ظلم را ظلمت بود اصل و عضد,3.5
2488,تا خیال دوست در اسرار ماست  چاکری و جانسپاری کار ماست," 
",0
2489,هر چه جز عشقست شد ماکول عشق  دو جهان یک دانه پیش نول عشق,"عشق بر مرده نباشد پايدار		عشق را بر حى جان افزاى دار
",2.5
